PPN;level;GOK;parent;DE;query;EN;
GEOLEO01700;4;GEOLEO01700;GEOLEO01680;Historische Stadtgeographie, Stadtgeschichte;lkl=QEN 420 or ((fbg=DK 911.375*) and (fbg=DK 93/99));Historical Town Planning, Town History {Urban Geography};
GEOLEO01710;4;GEOLEO01710;GEOLEO01680;Quantitative Stadtgeographie {Stadtmodelle, EDV-gestützte Informationsmodelle};lkl=QEN 430 or (fbg=DK 911.375.3*);Quantitative Urban Geography {Town Models, Computer Modeling};
GEOLEO01720;4;GEOLEO01720;GEOLEO01680;Physiognomie von Städten {Siedlungsgeographie};lkl=QEN 440 or (fbg=DK 911.375.5*);Physiognomy of Towns {Urban Geography};
GEOLEO01730;4;GEOLEO01730;GEOLEO01680;Allgemeine Funktionen und Raumbeziehungen {Siedlungsgeographie};lkl=QEN 450 or (fbg=DK 911.375.4*);General Functions and Relations {Urban Geography};
GEOLEO01740;4;GEOLEO01740;GEOLEO01680;Stadtökologie {Siedlungsgeographie};lkl=QEN 455 or (fbg=DK 911.375*);City Ecology {Urban Geography};
GEOLEO01750;4;GEOLEO01750;GEOLEO01680;Städte mit besonderen Funktionen {Siedlungsgeographie};lkl=QEN 460 or (fbg=DK 911.375.4*);Towns with Special Functions {Urban Geography};
GEOLEO01760;4;GEOLEO01760;GEOLEO01680;Städtetypen/Städteklassifikation {Siedlungsgeographie};lkl=QEN 470 or (fbg=DK 911.375.3*);City Type, City Classification {Urban Geography};
GEOLEO01770;4;GEOLEO01770;GEOLEO01680;Innere Differenzierung und Viertelsbildung {Siedlungsgeographie};lkl=QEN 480 or (fbg=DK 911.375.6*);Inner Differentiation and Formation of Town Districts {Urban Geography};
GEOLEO01780;4;GEOLEO01780;GEOLEO01680;Geographische und topographische Lage von Städten {Siedlungsgeographie};lkl=QEN 490 or (fbg=DK 911.375*);Geographic and Topographic Location of Towns {Urban Geography};
GEOLEO01790;4;GEOLEO01790;GEOLEO01680;Regionale Stadttypen {Siedlungsgeographie};lkl=QEN 500 or ((fbg=DK 91*) not (fbg=DK 911*) not (fbg=DK 912*) not (fbg=DK 913*) and (fbg=DK 911.375*));Regional Town Types {Urban Geography};
GEOLEO01800;5;GEOLEO01800;GEOLEO01790;Stadtentwicklung in beiden Teilen Deutschlands {Siedlungsgeographie};lkl=QEN 510 or ((fbg=DK 914.30* or fbg=DK 914.321) and (fbg=DK 911.375*));Town Planning In Former West and East Germany {Urban Geography};
GEOLEO01810;5;GEOLEO01810;GEOLEO01790;Europäische Stadt {Siedlungsgeographie};lkl=QEN 515 or ((fbg=DK 911.375*) and (fbg=DK 914));European City {Urban Geography};
GEOLEO01820;5;GEOLEO01820;GEOLEO01790;Sowjetisch geprägte sozialistische Stadt {Siedlungsgeographie};lkl=QEN 520 or ((fbg=DK 911.375*) and (fbg=DK 914.7*));Soviet Formed Socialist City {Urban Geography};
GEOLEO01830;5;GEOLEO01830;GEOLEO01790;Nordamerikanische Stadt {Siedlungsgeographie};lkl=QEN 525 or ((fbg=DK 917*) not (fbg=DK 917.2*) and (fbg=DK 911.375*));North American City {Urban Geography};
GEOLEO01840;5;GEOLEO01840;GEOLEO01790;Lateinamerikanische Stadt {Siedlungsgeographie};lkl=QEN 530 or ((fbg=DK 917.2* or fbg=DK 918*) and (fbg=DK 911.375*));Latin American City {Urban Geography};
GEOLEO01850;5;GEOLEO01850;GEOLEO01790;Islamisch orientiertes Stadtwesen {Siedlungsgeographie};lkl=QEN 535 or ((fbg=DK 297) and (fbg=DK 911.375*));Islamic City {Urban Geography};
GEOLEO01860;5;GEOLEO01860;GEOLEO01790;Afrikanische Stadt {Siedlungsgeographie};lkl=QEN 540 or ((fbg=DK 911.375*) and (fbg=DK 916*));African City {Urban Geography};
GEOLEO01870;5;GEOLEO01870;GEOLEO01790;Süd- und Südostasiatische Stadt {Siedlungsgeographie};lkl=QEN 545 or ((fbg=DK 911.375*) and (fbg=DK 915*));South and Southeast Asian City {Urban Geography};
GEOLEO01880;5;GEOLEO01880;GEOLEO01790;Chinesische Stadt {Siedlungsgeographie};lkl=QEN 550 or ((fbg=DK 911.375*) and (fbg=DK 915.1*));Chinese City {Urban Geography};
GEOLEO01890;5;GEOLEO01890;GEOLEO01790;Japanische Stadt {Siedlungsgeographie};lkl=QEN 555 or ((fbg=DK 911.375*) and (fbg=DK 915.2*));Japanese City {Urban Geography};
GEOLEO01900;5;GEOLEO01900;GEOLEO01790;Australische Stadt {Siedlungsgeographie};lkl=QEN 560 or ((fbg=DK 911.375*) and (fbg=DK 919.4*));Australian City {Urban Geography};
GEOLEO01910;4;GEOLEO01910;GEOLEO01680;urban management {Siedlungsgeographie};lkl=QEN 570 or ((fbg=DK 911.375*) and (fbg=QG 020));Urban Management {Urban Geography};
GEOLEO01920;4;GEOLEO01920;GEOLEO01680;Sonstige Teilfragen der Siedlungsgeographie;lkl=QEN 590;Particular Questions of Urban Geography;
GEOLEO01930;4;GEOLEO01930;GEOLEO01680;Zentralitälsforschung {Urban Geography};lkl=QEN 600 or (fbg=QY 300);Centrality Analysis {Urban Geography};
GEOLEO01940;5;GEOLEO01940;GEOLEO01930;Entwicklung und Stand der Zentralitätsforschung {Urban Geography};lkl=QEN 610 or (fbg=QY 100);Development and Level of Centrality Analysis {Urban Geography};
GEOLEO01950;5;GEOLEO01950;GEOLEO01930;Theorie der zentralen Orte und ihre Weiterentwicklung {Urban Geography};lkl=QEN 620 or (fbg=QY 000);Theory of Central Places {Urban Geography};
GEOLEO01960;5;GEOLEO01960;GEOLEO01930;Stadt-Umland-Beziehungen {Urban Geography};lkl=QEN 630 or (fbg=DK 911.37*);City - Suburbs - Relations {Urban Geography};
GEOLEO01980;4;GEOLEO01980;GEOLEO01680;Probleme der Groß - und Weltstädte/Verdichtungsräume;lkl=QEN 800 or ((fbg=QY 000) and (fbg=DK 911.375));Problems of International and Cosmopolitan Cities/Conurbation {Urban Geography};
GEOLEO01990;5;GEOLEO01990;GEOLEO01980;Sonstige Teilfragen der Siedlungsgeographie;lkl=QEN 820 or ((fbg=QY 000) and (fbg=DK 911.375));Particular Questions of Urban Geography;
GEOLEO02000;2;GEOLEO02000;GEOLEO00020;Wirtschaftsgeographie;lkl=QER 000 or (fbg=QG 000);Economic Geography;
GEOLEO02010;3;GEOLEO02010;GEOLEO02000;Wirtschaftsräume und wirtschaftsräumliche Gliederung {Wirtschaftsgeographie};lkl=QER 100 or ((fbg=QG 000) and (fbg=DK 911*));Economic Areas and their Structure {Economic Geography};
GEOLEO02020;3;GEOLEO02020;GEOLEO02000;Wirtschaftssektoren {Wirtschaftsgeographie};lkl=QER 200 or (fbg=QD 000);Economic Sectors {Economic Geography};
GEOLEO02030;4;GEOLEO02030;GEOLEO02020;Agrar- und Forstgeographie;lkl=QER 250 or ((fbg=QS 700 or fbg=DK 630) and (fbg=DK 91*));Agricultural and Forestry Geography;
GEOLEO02040;4;GEOLEO02040;GEOLEO02020;Geographie des primären Sektors, Energie;lkl=QER 300 or ((fbg=QT 000) and (fbg=DK 911*));Geography of the Primâ€žry Sector {Energy};
GEOLEO02050;4;GEOLEO02050;GEOLEO02020;Geographie der Fischerei und Meereswirtschaft;lkl=QER 400 or ((fbg=DK 639.2) and (fbg=DK 911*));Geography of Fishing and Marine Economics;
GEOLEO02060;4;GEOLEO02060;GEOLEO02020;Geographie von Handwerk und Gewerbe;lkl=QER 450 or ((fbg=DK 338.4*) and (fbg=DK 911*));Geography of Handicraft and Business;
GEOLEO02070;4;GEOLEO02070;GEOLEO02020;Industriegeographie;lkl=QER 500 or ((fbg=QR 500) and (fbg=DK 911*));Geography of Industry;
GEOLEO02080;4;GEOLEO02080;GEOLEO02020;Geographie des tertiären Sektors;lkl=QER 600 or ((fbg=QR 500) and (fbg=DK 911*));Geography of the Tertiary Sector;
GEOLEO02090;4;GEOLEO02090;GEOLEO02020;Geographie der technischen Infrastruktur;lkl=QER 700 or (fbg=QD 200 or fbg=QY 000);Geography of Technical Infrastructure;
GEOLEO02100;5;GEOLEO02100;GEOLEO02090;Geographie der Informationsvermittlung;lkl=QER 710 or ((fbg=DK 027.021) and (fbg=DK 911*) or (fbg=QR 700));Geography of Information Services;
GEOLEO02110;5;GEOLEO02110;GEOLEO02090;Entsorgung {Abfall, Abwasser}, Umwelttechnik {Wirtschaftsgeographie};lkl=QER 730 or ((fbg=DK 628*) and (fbg=DK 911*));Waste Disposal, Environmental Engineering {Economic Geography};
GEOLEO02120;4;GEOLEO02120;GEOLEO02020;Verkehrsgeographie;lkl=QER 800 or ((fbg=DK 656) and (fbg=DK 911*));Traffic Geography;
GEOLEO02130;4;GEOLEO02130;GEOLEO02020;Fremdenverkehrsgeographie;lkl=QER 900 or ((fbg=QQ 920) and (fbg=DK 911*));Tourism Geography;
GEOLEO02140;3;GEOLEO02140;GEOLEO02000;Internationale Wirtschaftsbeziehungen {Wirtschaftsgeographie};lkl=QER 930 or (fbg=QM 000 or fbg=QM 000);International Economic Relations {Economic Geography};
GEOLEO02150;3;GEOLEO02150;GEOLEO02000;Wirtschaft und Umwelt {Wirtschaftsgeographie};lkl=QER 950 or (fbg=DK 55.078.3 or fbg=QT 000);Economics and Environment {Economic Geography};
GEOLEO02160;4;GEOLEO02160;GEOLEO02150;Umweltökonomie {Wirtschaftsgeographie};lkl=QER 960 or (fbg=DK 504 or fbg=QT 000);Environmental Economy {Economic Geography};
GEOLEO02170;3;GEOLEO02170;GEOLEO02000;Sonstige Teilfragen der Wirtschaftsgeographie;lkl=QER 980 or (fbg=DK 55.078.3 or fbg=QT 000);Particular Questions of Economic Geography;
GEOLEO02180;2;GEOLEO02180;GEOLEO00020;Angewandte Geographie;lkl=QF 000 or (fbg=DK 911.9*);Applied Geography;
GEOLEO02190;3;GEOLEO02190;GEOLEO02180;Angewandte physische Geographie;lkl=QFC 000 or (fbg=DK 911.9*);Applied Physical Geography;
GEOLEO02200;3;GEOLEO02200;GEOLEO02180;Entwicklung und Stand der angewandten physischen Geographie;lkl=QFC 100 or ((fbg=DK 911.9*) and (fbg=DK 93/99));Development and Level of the Applied Physical Geography;
GEOLEO02210;3;GEOLEO02210;GEOLEO02180;Umweltprobleme {Angewandte Geographie};lkl=QFC 200 or (fbg=DK 504);Environmental Problems {Applied Geography};
GEOLEO02220;4;GEOLEO02220;GEOLEO02210;Beanspruchung der Landschaft {Angewandte Geographie};lkl=QFC 210 or (fbg=DK 502.5*);Landscape Stress {Applied Geography};
GEOLEO02230;4;GEOLEO02230;GEOLEO02210;Naturkatastrophen {Angewandte Geographie};lkl=QFC 215 or (fbg=DK 502.58* or fbg=DK 504.052*);Natural Disasters {Applied Geography};
GEOLEO02240;4;GEOLEO02240;GEOLEO02210;Irrigation {Angewandte Geographie};lkl=QFC 220 or (fbg=DK 631.67);Irrigation {Applied Geography};
GEOLEO02250;4;GEOLEO02250;GEOLEO02210;Desertifikation {Angewandte Geographie};lkl=QFC 230 or (fbg=DK 504.53.052 or fbg=DK 551.435.7 or fbg=DK 631.458* or fbg=DK 631.445.5);Desertification {Applied Geography};
GEOLEO02260;4;GEOLEO02260;GEOLEO02210;Hazards {Angewandte Geographie};lkl=QFC 240 or (fbg=DK 502.58* or fbg=DK 631.445.5);Environmental Hazards {Applied Geography};
GEOLEO02270;4;GEOLEO02270;GEOLEO02210;Teilfragen der Angewandten Geographie: Umweltprobleme;lkl=QFC 290 or (fbg=DK 502.58*);Particular Questions of Environmental Problems {Applied Geography};
GEOLEO02280;3;GEOLEO02280;GEOLEO02180;Umweltforschung {Angewandte Geographie};lkl=QFC 400 or ((fbg=DK 504*) and (fbg=DK 911*));Environmental Research {Applied Geography};
GEOLEO02290;4;GEOLEO02290;GEOLEO02280;Geschichte der Umweltforschung {Angewandte Geographie};lkl=QFC 410 or ((fbg=DK 504*) and (fbg=DK 93/99) and (fbg=DK 911*));History of Environmental Research {Applied Geography};
GEOLEO02300;4;GEOLEO02300;GEOLEO02280;Philosophie und Theorie der Umweltforschung {Angewandte Geographie};lkl=QFC 420 or ((fbg=DK 1*) and (fbg=DK 504*) and (fbg=DK 911*));Philosophy and Theory of Environmental Research {Applied Geography};
GEOLEO02310;4;GEOLEO02310;GEOLEO02280;Methoden und Techniken der Umweltforschung {Angewandte Geographie};lkl=QFC 430 or ((fbg=DK 504*) and (fbg=DK 001.8) and (fbg=DK 911*));Methods of Environmental Research {Applied Geography};
GEOLEO02320;4;GEOLEO02320;GEOLEO02280;Ausbildung, Beruf, Organisationen der Umweltforschung {Angewandte Geographie};lkl=QFC 440 or ((fbg=DK 377*) and (fbg=DK 504*) and (fbg=DK 911*));Education, Profession, and Organization of Environmental Research {Applied Geography};
GEOLEO02340;4;GEOLEO02340;GEOLEO02280;Umweltmanagement {Angewandte Geographie};lkl=QFC 445 or ((fbg=DK 504.06*) and (fbg=DK 911*));Environmental Management {Applied Geography};
GEOLEO02350;5;GEOLEO02350;GEOLEO02340;Naturverwaltung, Landschaftsverwaltung {Angewandte Geographie};lkl=QFC 450 or (fbg=DK 502.3* or fbg=DK 502.4* or fbg=DK 502.6* or fbg=DK 502.7*);Management of Nature and Landscape {Applied Geography};
GEOLEO02330;4;GEOLEO02330;GEOLEO02280;Ökosystemforschung {Angewandte Geographie};lkl=QFC 460 or (fbg=DK 574* or fbg=DK 502*);Ecosystem Research {Applied Geography};
GEOLEO02360;5;GEOLEO02360;GEOLEO02340;Landschaftsbewertung {Angewandte Geographie};lkl=QFC 470 or (fbg=DK 504.54*);Landscape Evaluation {Applied Geography};
GEOLEO02370;5;GEOLEO02370;GEOLEO02340;Landschaftspflege {Angewandte Geographie};lkl=QFC 480 or (fbg=DK 502.63*);Landscaping {Applied Geography};
GEOLEO02380;5;GEOLEO02380;GEOLEO02340;Teilfragen der Umweltforschung {Angewandte Geographie};lkl=QFC 490 or (fbg=DK 574* or fbg=DK 502*);Particular Questions of Environmental Research {Applied Geography};
GEOLEO02390;3;GEOLEO02390;GEOLEO02180;Umweltschutz {Angewandte Geographie};lkl=QFC 500 or (fbg=DK 502);Environmental Protection {Applied Geography};
GEOLEO02400;4;GEOLEO02400;GEOLEO02390;Geschichte des Umweltschutzes {Angewandte Geographie};lkl=QFC 510 or ((fbg=DK 502*) and (fbg=DK 93/99));History of Environmental Protection {Applied Geography};
GEOLEO02410;4;GEOLEO02410;GEOLEO02390;Philosophie und Theorie des Umweltschutzes {Angewandte Geographie};lkl=QFC 520 or ((fbg=DK 502*) and (fbg=DK 1) or (fbg=DK 502.113*));Philosophy and Theory of Environmental Protection {Applied Geography};
GEOLEO02420;4;GEOLEO02420;GEOLEO02390;Methoden und Techniken des Umweltschutzes {Angewandte Geographie};lkl=QFC 530 or (fbg=DK 502.05* or fbg=DK 502.08*);Methods of Environmental Protection {Applied Geography};
GEOLEO02430;4;GEOLEO02430;GEOLEO02390;Ausbildung, Beruf, Organisationen des Umweltschutzes {Angewandte Geographie};lkl=QFC 540 or ((fbg=DK 377) and (fbg=DK 502));Education, Profession, and Organization of Environmental Protection {Applied Geography};
GEOLEO02440;4;GEOLEO02440;GEOLEO02390;Teilfragen {Angewandte Geographie: Umweltschutz};lkl=QFC 580 or ((fbg=DK 502*) and (fbg=QT 000));Particular Questions of Environmental Protection {Applied Geography};
GEOLEO02450;3;GEOLEO02450;GEOLEO02180;Umweltrecht {Angewandte Geographie};lkl=QFC 600 or (fbg=DK 349.6);Environmental Law {Applied Geography};
GEOLEO02460;3;GEOLEO02460;GEOLEO02180;Umweltpolitik {Angewandte Geographie};lkl=QFC 700 or (fbg=DK 502.3*);Environmental Policy {Applied Geography};
GEOLEO02470;3;GEOLEO02470;GEOLEO02180;Umwelttechnik {Angewandte Geographie};lkl=QFC 800 or (fbg=DK 628.5);Environment Engineering {Applied Geography};
GEOLEO02480;3;GEOLEO02480;GEOLEO02180;Sonstige Teilfragen zur Angewandten Geographie;lkl=QFC 900;Particular Questions of Applied Geography;
GEOLEO02490;2;GEOLEO02490;GEOLEO00020;Raumordnung/Raumplanung {Anthropogeographie};lkl=QFG 000 or (fbg=DK 711);Regional Planning;
GEOLEO02500;3;GEOLEO02500;GEOLEO02490;Geschichte der Raumordnung {Raumordnung und Raumplanung};lkl=QFG 010 or ((fbg=DK 711) and (fbg=DK 93/99));History of Regional Planning;
GEOLEO02510;3;GEOLEO02510;GEOLEO02490;Ausbildung, Beruf, Organisationen {Raumordnung und Raumplanung};lkl=QFG 020 or ((fbg=DK 711) and (fbg=DK 910.1*) and (fbg=DK 377*));Education, Profession, and Organization {Regional Planning};
GEOLEO02520;3;GEOLEO02520;GEOLEO02490;Regionalanalyse und Strukturforschung {Raumordnung und Raumplanung};lkl=QFG 050 or (fbg=DK 711.1*);Regional Analysis and Structural Research {Regional Planning};
GEOLEO02530;3;GEOLEO02530;GEOLEO02490;Raumplanung auf nationaler oder übergeordneter Ebene;lkl=QFG 100 or (fbg=DK 711);National or International Development Planning {Regional Planning};
GEOLEO02540;3;GEOLEO02540;GEOLEO02490;Landesplanung;lkl=QFG 200 or ((fbg=DK 711) and (fbg=DK 91));Country Planning;
GEOLEO02550;3;GEOLEO02550;GEOLEO02490;Regionalplanung;lkl=QFG 300 or ((fbg=DK 711) and (fbg=DK 914.30*));Regional Planning;
GEOLEO02560;3;GEOLEO02560;GEOLEO02490;Stadt- und Gemeindeplanung;lkl=QFG 500 or (fbg=DK 711.4* or fbg=DK 711.3*);Urban and Rural Planning;
GEOLEO02570;3;GEOLEO02570;GEOLEO02490;Stadtsanierung {Raumordnung und Raumplanung};lkl=QFG 550 or (fbg=QY 300);Urban Renewal {Regional Planning};
GEOLEO02580;3;GEOLEO02580;GEOLEO02490;Fachplanung {Raumordnung und Raumplanung};lkl=QFG 600 or (fbg=QT 340 or fbg=DK 504.06 or fbg=DK 711.7*);Sector Planning {Regional Planning};
GEOLEO02590;4;GEOLEO02590;GEOLEO02580;Flurbereinigung {Raumordnung und Raumplanung};lkl=QFG 610 or (fbg=QT 340);Land Consolidation {Regional Planning};
GEOLEO02600;4;GEOLEO02600;GEOLEO02580;Umweltschutzplanung, UVP {Raumordnung und Raumplanung};lkl=QFG 620 or (fbg=DK 504.06);Environmental Protection Planning, Assessment of Environmental Impacts {Regional Planning};
GEOLEO02610;4;GEOLEO02610;GEOLEO02580;Verkehrsplanung {Raumordnung und Raumplanung};lkl=QFG 630 or (fbg=DK 711.7*);Transportation Planning {Regional Planning};
GEOLEO02620;2;GEOLEO02620;GEOLEO00020;Entwicklungsländerforschung;lkl=QFK 000 or (fbg=QG 020);Developing Countries Studies;
GEOLEO02630;3;GEOLEO02630;GEOLEO02620;Theoretische Entwicklungsländerforschung;lkl=QFK 100 or ((fbg=QG 020) and (fbg=DK 001.5));Theoretical Developing Countries Studies;
GEOLEO02640;3;GEOLEO02640;GEOLEO02620;Entwicklungstheorien {Entwicklungsländerforschung};lkl=QFK 200 or ((fbg=QG 020) and (fbg=DK 001.5));Theories of Developing Countries Studies;
GEOLEO02650;3;GEOLEO02650;GEOLEO02620;Entwicklungsplanung {Entwicklungsländerforschung};lkl=QFK 250 or ((fbg=QG 020) and (fbg=DK 71));Developing Countries Planning;
GEOLEO02660;3;GEOLEO02660;GEOLEO02620;Entwicklungsstrategien / Entwicklungshilfe {Entwicklungsländerforschung};lkl=QFK 300 or (fbg=QG 020);Development Strategies and Assistance;
GEOLEO02670;3;GEOLEO02670;GEOLEO02620;Empirische Entwicklungsländerforschung;lkl=QFK 400 or (fbg=QG 020);Empirical Developing Countries Studies;
GEOLEO02690;3;GEOLEO02690;GEOLEO02620;Bevölkerungswachstum {Entwicklungsländerforschung};lkl=QFK 510 or ((fbg=QG 020) and (fbg=DK 312.8));Population Growth {Developing Countries};
GEOLEO02700;3;GEOLEO02700;GEOLEO02620;Wanderungen {Entwicklungsländerforschung};lkl=QFK 520 or ((fbg=DK 574.91 or fbg=DK 325.11) and (fbg=QG 020));Migration {Developing Countries};
GEOLEO02710;3;GEOLEO02710;GEOLEO02620;Verstädterung/Slumbildung {Entwicklungsländerforschung};lkl=QFK 530 or ((fbg=QG 020) and (fbg=DK 911.3));Urbanization and Formation of Slums {Developing Countries};
GEOLEO02720;3;GEOLEO02720;GEOLEO02620;Wirtschaft, Fremdenverkehr {Entwicklungsländerforschung};lkl=QFK 540 or ((fbg=QG 020) and (fbg=DK 338.48));Economics: Tourism {Developing Countries};
GEOLEO02730;3;GEOLEO02730;GEOLEO02620;Verkehr {Entwicklungsländerforschung};lkl=QFK 550 or ((fbg=QG 020) and (fbg=DK 656));Traffic {Developing Countries};
GEOLEO02740;3;GEOLEO02740;GEOLEO02620;Umweltschutz/Ökologie {Entwicklungsländerforschung};lkl=QFK 560 or ((fbg=QG 020) and (fbg=DK 504.06));Environmental Protection/Ecology {Developing Countries};
GEOLEO02750;3;GEOLEO02750;GEOLEO02620;Sonstige Teilfragen der Entwicklungsländerforschung;lkl=QFK 590 or (fbg=QG 020);Particular Questions of Developing Countries;
GEOLEO03180;2;GEOLEO03180;GEOLEO00020;Regionale Geographie;lkl=QG 000 or ((fbg=DK 911*) and (fbg=DK 91*));Regional Geography;
GEOLEO02760;3;GEOLEO02760;GEOLEO03180;Gesamte Erde;lkl=QG 100 or ((fbg=DK 911*) and (fbg=DK 914/919));Earth as a Whole;
